# CathayViewer 人名别名表（正名,别名…；可手动编辑，逗号/顿号/分号均可分隔）
曹恆吉,履常
曹恕,本忠
曹恩,汝錫
曹恩溁,鼎泉
曹惠琳,康氏
曹惪華,山甫
曹愈參,右淸,方夔
曹愷業,修庭
曹慎,思永
曹慎儀,叔惠,叔蕙
曹慰,雪軒
曹慶,宗禮
曹慶孫,安雅先生,瀼東漫士,繼善
曹慶恩,蘊琛,錫蕃
曹慶龍,子雲,慶孫,景雲,第七
曹憲,正叔
曹應旭,晉之,籜園,米庵
曹應符,梅渚,泰叔,海渚
曹應鸞,和叔
曹懷,于德
曹懷猷,朴齋
曹承宣,式九
曹承祖,松園,松圖
曹振,二白
曹振翎,荀山
曹振鏞,一罫軒,儷笙,懌嘉,文正,綸閣,話雲軒,雲軒
曹振鑣,鐵軒
曹掄彬,炳菴,號炳
曹操,孟德,曹孟德,魏武帝,阿瞒,曹阿瞒,太祖,武皇帝
曹敏,人峰,芝亭
曹敏中,子訥
曹敦琦,又廉,文廉
曹敦禮,雙桂居士
曹敬,慎修
曹敬元,慎修
曹文在,沚人
曹文埴,帶星草堂,文敏,文植,直廬,石鼓硯齋,竹虛,薺原,覲薇,近薇,香山
曹文姬,書仙
曹文昭,鎮齋,鬱軒
曹文晦,伯輝,新山道人
曹文正,景范,芥溪
曹文漢,仙槎,倬雲
曹文炳,德章
曹文秀,子實,雪汀
曹文緯,闇冲
曹文英,景華
曹文衡,君平,曹以衡,㝠鴻先生
曹文錦,濯汀,濯江
曹文魁,子英,英子
曹日增,仲謙
曹旭耀,曙東
曹昈,日華
曹昉,子明
曹昌先,以新,子念
曹昌燮,曹傑
曹昌祺,少蓉,潤之
曹明勖,栗村,汝偶
曹易,一致
曹昞,曹耳丙
曹星谷,禦香,竹人
曹昭,明仲,曹照,雲間寶古生
曹時中,定菴,宜晚,時中
曹時憲,偉齋
曹時聘,嗣山,希尹
曹晟,叔明
曹景,十五,廷彰
曹景宸,映青,楓亭
曹景廷,幹屏
曹景瀛,懶夫,藍甫
曹景芝,宜仙
曹晶慶,桐軒
曹暉,近光
曹曄,彥華
曹曦,羅浮
曹曰英,彥傑
曹有開,必卿
曹木,去非
曹本,子中
曹本仁,務園
曹本榮,伯安,厚庵,厚菴,木欣,欣木
曹松,夢徴
曹松年,壽之
曹松齡,露庭,鶴亭
曹某,元意
曹某某,曹鎭
曹柔則,如範
曹柔和,荇賓
曹柔美,如璧
曹柯,國用
曹梅,子和
曹棟,二十,見川,隆卿
曹棨,嘉徵,戟三
曹森,仲楷,寶書
曹植,健中,南冥,文貞,楗仲
曹楙堅,堅音匏,曇雲閣,樹蕃,樹藩,艮甫
曹楷,正夫
曹榕,菊農
曹榘,居中,曹炬
曹榮,成丞
曹樓,世登
曹樹奎,斗南,金門
曹樹穀,書農,藝五
曹樹翹,春林
曹樹藩,价人,癸午
曹機,虞卿
曹檟,元拱,竹鄰
曹次何,耕道
曹欽,三良
曹正,性之
曹正國,良有
曹正笏,桂亭
曹步庭,敏齋,敬齋
曹毅,士弘
曹毓瑛,子瑜,恭愨,曹毓英,琢如
曹氏(張某妻),易遷
曹氏(曹嗣先女),延美
曹氏(趙禎妻),慈聖光獻
曹氏（李存勗母）,貞簡
曹永,世長
曹永年,君壽
曹永璋,寶峯
曹汝弼,夢得,松蘿山人
曹汝愚,柳溪
曹汝淦,嘉浦
曹汝蘭,斯馨
曹汝鰲,汝鼇
曹汝麟,石如
曹汲,彦修
曹汴,子東,自山
曹汾,子晉,道謙
曹沂,魯泉
曹沆,德廣
曹泰,以安
曹泰曾,匯初,茹庵
曹洪宜,琴和
曹洪梁,寧伯,雉山
曹浦蓮,茂南,隨齋,靜軒
曹涇,弘齋,淸甫,清父,清甫
曹淇,元圭,霞寓
曹淑英,華玉
曹深,文淵
曹渭,朝恩,聖思
曹湘浦,楚卿
曹湘蓮,述齋
曹源郊,東木,東牧
曹溶,倦圃,兩河使者,含漪堂,學耨書屋,巢山亭,文隱堂,桐華書屋,溪山真意軒,潔躬,澄懷閣,留真館,留青館,白學先生,秋岳,秋嶽,秋獄,聽雨齋,自冶園,花尹,芳樹亭,范湖草堂,蒼雪齋,邀月榭,鄴起堂,采山樓,野航,金陀別館,金陀老人,金陀老圃,鈍漢,鉏菜園,鋤菜翁,鑒躬,隙光亭,雙遂堂,靜惕堂,靜春,靜鏡居
曹滎,以年
曹漢弼,公亮
曹漢良,受圮
曹漢英,守而,文忠,晦谷
曹潤堂,柘庵
曹潮,朝卿
曹澄,景澈
曹澍鍾,穎生,雨若
曹濡,汝育
曹瀾,二十三,文源
曹灼,用晦
曹炘,季昭,蘭垞
曹炯,重光
曹炯章,世宏,梧岡
曹炳曾,巢南,為章
曹炳燮,鐵香,鼎臣
曹炳賡,銀香
曹炳麟,吟秋,鈍吟
曹焜,秋漁,素為
曹煃,在魯,聚垣
曹煐曾,春浦,祖望
曹煒,霞坪,霞屏
曹煜,孟輝
曹煥嫣,燦然
曹煥章,采芝生
曹熊,占吉,瀛方
曹熙衡,素徵
曹熾昌,保東,鶴嶼
曹燁,曹曄
曹燮,伯調,敬軒,鏡珊
曹燮培,理邨
曹燮湘,价繁,价藩
曹爾坊,子閒
曹爾堪,子顧
曹爾禎,曹爾楨
曹獻瑞,椒飲
曹玉,廷珮
曹玘,安僖
曹玨英,盥華
曹珖,用韋
曹珪,廷獻
曹理孫,悅道
曹琚,仲玉,十二,桂山先生
曹琛,廷實
曹琥,瑞卿,秀山
曹琦,字瑞,念祖,應瑞,第元一
曹琨,佩瑤,飯藿老人
曹琪,淮湄,玉度
曹琮,寶章,忠恪
曹琳,佩卿,棣華,珮琴
曹瑋,寳臣,寶臣,武穆
曹瑛,曹英
曹瑞,天錫
曹瑞林,鳳山
曹瑾,定庵,懷樸
曹璉,汝器
曹璘,廷暉,廷輝
曹璜,于渭,伯玉,元素,楚石,礎石,維章
曹璣,子衡
曹璨,武懿,韜光
曹璪,子華
曹璽,廷玉
曹甡孫,儀陸,易庭
曹用,子成
曹用之,道冲
曹用霖,雨農
曹申吉,澹餘,逸庵,逸菴,錫餘,餳餘
曹當勉,可賢,衡松
曹登庸,苑仙,薌溪,鉢堂
曹發先,署山
曹皋,見虞
曹盅,囦明,牧庵
曹益淸,襄平
曹盤,新塘
曹眉壽,麋袖
曹睿,新民
曹知白,又玄,雲西
曹矩,誨之
曹石,乖崖
曹確,公易
曹礎,潤夫,潤甫
曹祝齡,申之,鏡淵
曹祥,世奇
曹禋,禮夫
曹福元,仲修,再韓,曹花萼交輝閣,遠翰,邃翰
曹禾,世嘉,龍田
曹秀先,冰持,芝田
曹秀林,華卿
曹秉哲,吉三
曹秉濬,朗川
曹秉衡,子鈞
曹秉譲,虛谷
曹秋雲,秋雲居士
曹科,申聯
曹稹孫,德堅
曹穀,戬宜
曹穎叔,力之,曹熙,秀之
曹穭孫,穎實,許山
曹立身,五峰,顯堂
曹章,闇齋,雲鶴
曹端,月川,月川先生,正夫,靜修
曹笏,定之,石樵
曹筠,庭堅
曹箖雨,和川,稚川,雅川
曹簡,士廉
曹粹中,放齋,純老
曹組,元寵
曹絳,思厚
曹經沅,纕衡
曹緣皋,鶴儕
曹緯,元象,彥文
曹繩柱,介岩,介巖,匪石,壽安
曹繼商,宗聖,忠貞
曹繼孝,達卿
曹繼祖,漢臣
曹義,子宜
曹翁善,君錫,曹宏善,第萬八六
曹翥,元叔
曹翰,武毅
曹翰書,寶臣,硯農
曹翰臣,湘恬
曹耜,仲本
曹聯桂,馨心
曹聿金,象成
曹肅,士先
曹肅孫,伯繩,伯纯,小亭,文亭,柏亭外史
曹肅瑜,尊山
曹胤昌,石霞
曹脩古,述之
曹臣俊,公著,寧耐,無閟
曹自守,伯化
曹致虞,舜卿
曹興,懷遠侯,曹興才,興才
曹興宗,伯起
曹良史,之才,梅南
曹良臣,安國忠烈公,宣寧侯,忠壯,忠莊
曹芝,荔帷,莖九
曹芝田,雲耕
曹芳,厲王,廢帝,蘭卿,邵陵公,邵陵厉公
曹芸,繼芬,誦清
曹英,世傑
曹荃,元宰
曹莊,日強
曹華,蟠根
曹華卿,秀林
曹萬美,掌綸
曹萼真,綠華
曹葆珣,仲璘,希遠
曹葉齡,子壽
曹蓮,熙齋
曹蓼瑞,伊莪,菁阿
曹藍田,琢之,璞山
曹蘭,德芳
曹虎,士威
曹虞,炳嵐
曹衡,宗衡
曹覲,仲寳,仲賓
曹觀先,畏山
曹觀遠,啓善
曹觱,修士,平州
曹言純,古香,種水,絲贊
曹詒孫,梓牟,次謀
曹評,公正
曹詢,汝庸
曹誘,公善,忠定
曹誥,仲宣
曹說,泰宇,習之
曹謙,廷遜
曹豳,文恭,東圳,東甽,東畝,西士
曹貞,元度
曹貞吉,升六,升階,實庵,實菴,珂雪,迪淸
曹貞秀,墨琴
曹貽桂,小山
曹貽誠,心一,心儀,福芝
曹起鳳,士元
曹輔,子方,靜常
曹輻,子進
曹辰容,杼亭,石苓
曹辿,辿容
曹近光,景祐
曹逢己,能謙
曹逢時,夢良
曹連,廷器
曹逵,履中,沙溪
曹道,萃齊,萃齋
曹道振,伯大
曹適,西山
曹邁,熙臺
曹邃,熙臺,熙荃
曹邍,擇可,松山
曹邦輔,子忠,忠烈,東村
曹鄴,業之,鄴之
曹醴泉,石岩
曹金,煥亭
曹金籀,葛民
曹鈇,民威
曹鈿,右文
曹銑,二十二,子良
曹銓,秉衡
曹銘,克修
曹銜達,仲行,子安
曹銜遠,子安
曹銳,又裴,友梅,鍔堂
曹鋼,汝時
曹錕,仲珊
曹錦彝,婁齋,惠齋
曹錫,敬思,晉伯
曹錫嘏,介眉
曹錫堃,采藻
曹錫寶,劍亭,古雪齋,容圃,檢亭,鑑亭,鴻書,鴻鳴
曹錫文,忠簡,順甫
曹錫淑,曹延齡,采荇
曹錫珪,半涇女史,曹榛齡,采蘩
曹錫辰,北樞,畏壘
曹錫黼,菽圃,誔文
曹錫齡,受之,定軒
曹鍔,岱峯
曹鍷,時範
曹鍾浩,寶誠
曹鎡,時用
曹鏷,良金
曹鑑,以齋,克明,文穆
曹鑑倫,彝士
曹鑑冰,曹冰鑑,月娥,葦堅
曹鑒倫,彞士,蓼懷
曹鑒冰,月娥,葦堅
曹鑣,琢文,礪庵
曹锟,曹仲珊,仲珊
曹開業,樹標
曹閏國,閏國
曹閔,宗孝
曹閶,冀成
曹隆,邦盛
曹雪芹,曹霑,梦阮,雪芹,芹圃,芹溪
曹雲昇,履平
曹雷,啟東,素菴
曹震,景川侯
曹霑,夢阮,廢藝齋,悼紅軒,燕市酒徒,空空道人,紅樓夢主,耐冷道人,芹圃,芹溪,芹溪居士,雪亭,雪芹
曹霖,龍溪
曹靖,公安
曹靜照,月士
曹韓,可宗
曹飛鴻,海仙
曹首望,統六
曹騰,高皇帝
曹騰煥,含章
曹騰進,升五
曹驊,吉雲,雋伯
曹驤,潤甫
曹髦,少帝,彥士,高貴鄉公
曹鳳,西野,鳴岐
曹鳴珂,蘭穀,蘭谷
曹鳴遠,篁詩
曹鴻勛,仲銘,曹鴻勳,校經堂,竹銘,蘭生
曹鴻翼,慎齋
曹鴻舉,時庵,秋皋
曹麟,汝祥
曹麟開,雲瀾,黻我
曹麟閣,績庭
曹鼎,曹日鼎,萬鎰
曹鼎望,冠五
曹鼐,怡園
曹龍先,履堂,復堂
曹龍樹,星湖,松陵,松齡
曺一夔,汝一,當以
曺後益,汝謙
曺應仁,善伯,陶村
曺挺立,以正,梧溪
曺次彬,晩花亭
曺義生,敬叔,西郭
曼惠吉,子元,迪齋
曼靖鄂本兌,俄本代
曾?,垤耶,湖峰
曾㮚,德寬
曾䡵,文載
曾一元,叔仁
曾一漢,明善
曾一經,正夫
曾一貫,恕堂
曾一鶚,叔翔
曾三壽,山偕
曾三復,無玷
曾三異,無疑,雲巢先生
曾三聘,忠節,無逸
曾三英,無愧
曾上庚,蓮峯
曾世儀,仲威,鴻階
曾世昌,公裕
曾世榮,德顯,育溪
曾世澤,雨村
曾世爵,乖崴,叔祁
曾世義,宗和,示和
曾丰,幼度,撙齋
曾之撰,君表,聖與,詮仲
曾九喬,教千,翥千,耆千
曾乾亨,于健,健齋
曾于拱,于拱,思極,恩極,魯源
曾五典,昊瞻
曾亨應,子嘉
曾亨甫,會叔
曾介,執初
曾仲魁,斯達,漸溪
曾伉,公立
曾伋,彥思
曾佐平,治齊,治齋
曾佩,德夫,德甫
曾佩琳,錦叢女史
曾佩瑢,錦姿
曾佩璋,錦紋女史
曾侗,魯安
曾倬,一川,漢瞻
曾傑,十二,國佐
曾傳均,文劭,茶村
曾傳贊,仲襄,品石
曾允元,懷可,鷗江
曾元忠,居正,文節先生
曾元海,少坡
曾元澄,亦廬
曾元烈,模遠
曾元福,小曾,輯五
曾元邁,嚴齋,循逸
曾兆霖,意齋
曾先,彥登
曾先之,從野
曾先烈,孟陽,鶴庭
曾光,元明
曾光先,洞莊
曾光岷,蜀章,鶴君
曾光斗,師韓,星齋
曾光烈,蓮亭
曾光祖,承先,景山
曾光祚,彞仲,潛庵
曾光袓,承先,景山
曾光魯,于魯,浴宇
曾克敬,芷潭,躋堂
曾全,復初
曾公亮,宣靖,明仲
曾公尹,景瞻
曾公望,曾濬,武仲
曾公益,誠叔
曾其祀,壽紳
曾冠英,鵬霄
曾冲子,聖和
曾力行,浦亭
曾功傑,雲亭
曾勝,勤勇,誠齋
曾勳垂,鐵珊
曾卓,瀹沂
曾協,同季
曾協均,笙巢,舜臣
曾原一,子實,蒼山
曾原鄔,子周,楚山
曾友德,益三
曾叔卿,升之
曾受一,正萬,靜齋
曾可前,退如,長石
曾同亨,于野,恭端,見臺
曾和應,子瑞,鶴山
曾唯,子一
曾啟賢,敬承,道川
曾善,元父
曾喚,茂昭,莊簡
曾嗣宗,元聲
曾噩,子甫,子肅
曾嚴卿,務光,恭貞
曾囦,廣微
曾国藩,曾伯涵,伯涵,涤生,曾文正,曾涤生
曾國保,事恆,季洪,曾貞榦,靖毅
曾國禎,德符,有菴
曾國荃,叔純,忠襄,沅浦,沅甫
曾國華,愍烈,溫甫
曾國葆,事恆,季洪
曾國藩,伯涵,文正,曾子城,求闕齋,滌生,滌筌,養德養身綿綿穆穆之室
曾國霖,夝初,雨人
曾培祺,壽軒,與九
曾堅,子白
曾士倬,子美
曾士彥,環山
曾士楚,子翹
曾士賢,進之
曾士錧,坤垣,輨經
曾夢傳,習之
曾夢吳,伯珍,寶歌,第二,覺翁
曾夢鰲,君瞻
曾大吉,子脩,潁坡
曾大有,世亨,世享,麟陂
曾大觀,靜齋
曾大鏊,湘之,湘芝
曾大顯,世榮
曾大鼇,湘芝,芝湘
曾奉昂,子蘇
曾如春,仁祥,景默
曾如瑤,尚賢
曾如璋,尚禮
曾如驥,德稱,忠愍
曾子京,型遠
曾子淵,深甫
曾子良,仲材,平山,平山先生
曾孔化,宗周,華山
曾孔遇,惟心,翽羽
曾存,存之
曾存仁,懋逺,梅臺,楙遠
曾孝寬,令綽,公綽
曾孝序,威愍,逢原
曾孝廣,中錫
曾孝純,君施
曾孝蘊,處善
曾季貍,艇齋,裘父
曾學孔,少豐
曾學達,棟山
曾守約,子如
曾安中,舜和
曾安強,南夫,秀溪居士
曾安强,南夫,秀溪居士
曾安止,屠龍,移忠
曾宏蓮,靜香
曾宏迪,幼說
曾宗彥,幼滄,成燾
曾宰,子翊
曾寅,以人
曾察遠,嘨山,陳山
曾寶章,君靜,君麟
曾尚增,南村,謙益
曾尚治,泗亭,虞臣
曾屐,夢登
曾履,德基
曾岳,泰衡
曾崇,希元
曾嶧,舜和,青城山人
曾巽申,巽初
曾布,子宣,文肅
曾希林,茂實
曾幾,吉甫,文淸,茶山居士
曾庠,明升
曾廉,伯隅,非齋
曾廣斌,昺麟,秉麟
曾廣珊,輝遠
曾廣誾,穀堂
曾廣鈞,環遠,約思,重伯
曾廣銓,敬怡,靖彞
曾廣鍾,君融,季融,葆光
曾廣鎔,理初,甄遠
曾廣鑾,君和,恕盦
曾延年,存吾,孝谷
曾延禧,惠伯,舜欽
曾延里,小淑,感萬
曾廷枚,修吉,升三,香墅
曾廷芝,一可,子芳
曾廷試,惟初
曾弘,士弘
曾彝,秉之
曾彥,南洲,士美
曾彥圭,君玉
曾彥季,碩學
曾彬文,仲材,德鈞
曾彰泗,孔林,巨川
曾從龍,一龍,君錫,曾一龍
曾德克,淑珍
曾德操,淑女
曾德耀,淑明
曾德裕,益初
曾必大,萬子
曾志瀛,載文
曾忠,清輔
曾忭,汝誠
曾念,聖初
曾怘,仲常
曾思,懷峴居土,顯道
曾思沂,泗源,浴德
曾思濬,明淵,禹門
曾思睿,厚予,智川
曾恆德,百軒,省軒
曾恬,天隱
曾悟,蒙伯
曾惇,宏父,谹父
曾惠迪,光登,孟吉,希文,第二五
曾愷章,周士
曾慎,敬成,篤齋,麓亭
曾慥,端伯,至游子
曾憲仁,壽亭
曾應召,賡堂
曾應星,冠巖
曾應璋,季章
曾應甫,聲之
曾應貞,元吉
曾應遴,二濂,無擇,韋庵
曾應龍,仁夫,梅所
曾懋,叔夏,曾楙
曾懷,欽道
曾懿,伯淵,朗秋
曾成叔,伯玉
曾才漢,明卿
曾承灝,文鸞
曾承芳,英遇
曾承謙,利川
曾拱辰,朝極
曾振,孝思
曾振宗,子翬
曾振甲,令發,鷺公
曾撙,節夫
曾敏恭,叔謙
曾敏行,浮雲居士,達臣
曾敏遜,積臣
曾敘笏,抬之,搢之
曾敬基,蘭齋
曾文,應彬
曾文炯,華庵
曾文照,知章
曾文龍,月崖,雲叔
曾斗南,南叟,存心
曾日正,秋帆
曾日章,士式,闇谷
曾旦,升仲
曾旺,範填
曾旼,彥和
曾昂,仲英
曾昉,彦和
曾昌正,秋帆
曾明,望蓼,長雲
曾易占,不疑
曾春和,子蘇
曾春昂,子燕,子蘇
曾昭琳,雍之
曾晏,叔陽
曾晞,茂昭
曾晞顏,車軒,達聖
曾晞顔,東軒,達聖
曾景奎,昭文
曾暉春,霽峰
曾曄,晦仲
曾曅,叔茂
曾曙,暘谷
曾曰琥,白卿
曾曰瑛,芝田,芸田,蕓田
曾曰都,姜公,美公,體齋
曾會,以文
曾望顏,冠山,卓如,瞻孔
曾朝棟,景瞻
曾朝瀾,慎衷,谷瞻,鶴園
曾朝節,文恪,植齋,直卿
曾朝陽,仲舒
曾松,堅伯
曾柏,崇介,白茅先生
曾栻,季子
曾梅,以調
曾梧,于陽
曾棟,隆吉
曾棠,方召
曾棨,子啟,襄敏,西墅
曾植,季培
曾楚,維翹
曾極,景建,雪巢
曾楹吉,覺亭
曾榮,仁仲
曾榮祖,聖弼,蘭谷
曾槃,樂道
曾構,叔重,曾慎
曾槐,仲卿,省齋
曾樂,思韶
曾樊貴,茀田
曾樸,彥魯
曾樹椿,怡莊
曾機,伯虞,靜庵
曾櫻,二雲,仲含,忠節,於福州
曾正吉,觀順
曾毓芳,伯醇,香海
曾毓衢,道亨,道寧
曾民瞻,南仲
曾永暄,寅生
曾永清,端本
曾永齡,小楷,小階
曾汝召,公奭,棠墅,澹園
曾汝檀,廊齋,惟馨
曾汝霖,商卿
曾汪源,千波,叔庵
曾汲古,子濬
曾汴,前川,汝誠
曾汾,秋舫
曾治鳳,君儀,君輝
曾泉,本淸
曾浩,德充
曾涉,牧庭,自牧
曾淑品,芳型
曾淑貞,儀型
曾淞,幼荃
曾淳,質夫
曾淵子,廣微,貿遠
曾清,本澄
曾湸,明生
曾源,若泉
曾準,正叔
曾溥,筱泉
曾滂,孟博
曾漸,文莊,鴻甫
曾濟,勉耘,求定
曾炎,南仲,覺翁
曾炤,麗夫
曾炬,日莊
曾炳,旭園
曾炳章,士滸,辛庵
曾炳麟,次鯨,賜經
曾烒,崑圃
曾烻,日宣,筆山
曾焕,少卿,文卿
曾煜,明翁
曾煥,少卿,文卿
曾熙,嗣元,子緝,農髯
曾熙文,叔岩,退庵,酉生
曾熠,定遠
曾燠,唐蕃,庶蕃,藝學軒,西溪漁隱,賓谷,賞雨茅屋,題襟館
曾燦,曾傳燦,止山,青藜
曾爟,日章
曾爾鴻,用逵
曾玉,魯玉
曾玉和,藍田
曾玉屏,星岡
曾玉明,大曾
曾王孫,道扶
曾玥,一峯
曾珏,天鍚,義陽逸叟
曾琿春,咸湘
曾瑀,朝儀
曾瑄,廷獻
曾瑛,廷璧
曾瑞,瑞卿,褐夫
曾瑞棻,福謙,綏臣
曾瑩,石耳,筠園,雪崖
曾璠,子玉
曾璧光,文誠,樞垣
曾璵,少岷山人,東玉
曾瓚,廷器
曾用璜,起渭
曾用虎,君遇
曾甸,奕南
曾異撰,烈愍
曾畹,庭聞,曾傳燈,楚田
曾發,信道
曾發祥,岣嶁山人,戩穀,西坡
曾白柏,新甫
曾益,洪西
曾直,三符,叔溫,惺惺叟
曾省三,又卿,習之
曾省吾,三甫,以三,恪庵,確菴
曾眉,遠山
曾礪,守鈍,石甫
曾祕,泰之
曾祖道,宅之,擇之
曾祿,汝學
曾福謙,伯厚,成垕
曾秀,亦軒,水軒
曾秀翹,仲成,匠林,楚仙
曾秉鈺,平齋
曾秘,泰之
曾穎瑞,履祥
曾穎茂,仲實
曾穜,獻之
曾紀先,經澤
曾紀常,石顛,端銘
曾紀澤,劼剛,夢瞻,惠敏,歸樸齋,詰剛
曾紀芬,崇德老人,舜林
曾紀鳳,摰民
曾紀鴻,栗誠,栗諴
曾紆,曾紓
曾純,景亮
曾紘,伯容,臨漢居士
曾素蓮,潔君
曾紹孔,我山子,泗英
曾紹瑝,佩亭
曾紹芳,世德,某若
曾統,元中
曾經,與權
曾維倫,恆遜,惇吾
曾繼光,企胡,鏡秋
曾繼梧,了園,祖生,鳳崗
曾繼蘭,漢臺,香溪
曾纁,元禮
曾義節,士忠
曾翀,世才,羽中
曾習經,剛父,剛甫,湖樓,湖民,秋翠齋,種參,蟄公,蟄庵,蟄庵居士,蟄盦
曾翕妥,虛淵,虛齋
曾翬,時升,龍坡居士
曾翰,自省
曾耀南,子明,樵江,次豐
曾耆年,壽翁
曾耑,景初
曾肅翁,恭叟,第十七
曾肇,子開,文昭
曾自伊,聘堂,聘章,鶴堂
曾自琇,實符
曾臯,敬修先生,直卿
曾致堯,正臣
曾興仁,受怡,受恬
曾興宗,光祖,唯庵,唯庵鈍叟
曾良儒,作霖,霖巖
曾艾,同俊,虎卿,雲溪
曾芑,子田
曾若洺,漱石
曾若濟,幞岩,心印
曾茂卿,時育
曾華,華叟
曾華蓋,文垣
曾萼,曾蕚
曾蒙簡,曾廉,次子,蒙簡
曾蕃,伯蕃
曾蘭,仲殊,紉秋
曾行中,時仲
曾行崧,榦臣,秀鍾
曾衍,伯曼
曾衍先,樹本,補之
曾衍杲,晴初
曾西元,尚軒,汝鳴
曾覺,道濟
曾覿,海野老農,純甫
曾觀文,伯偉,遹成,頤庵
曾詠,師點
曾誕,敷文
曾誠,存之
曾說,怡如
曾誼,子常
曾諤,正臣
曾諧,小石,載賡
曾譪吉,儀庭
曾豐,幼度,撙齋
曾豫謙,蕓舫,蘊發
曾貞乾,士恆
曾貞幹,事恆,季洪,曾國葆,曾貞榦,靖毅
曾貫,傳道
曾賁,子文,立本,第四十八,道生
曾賢,半山,希聖
曾質粹,南武,好古
曾起濱,雷淵
曾躍鱗,子韻,子龍,曾躍麟
曾載錞,東亭,煉百
曾輔朝,虎臣
曾述棨,思嚴,繼生
曾述經,月樵,譔甫
曾追,文甫
曾逄吉,小樓,小樸
曾逢,原伯
曾逢震,誠叟
曾逢龍,槐甫
曾逮,仲躬,習庵先生
曾逸,世超
曾遇,心傳
曾道南,右興,石興
曾道唯,一齋,右輿
曾道隆,古雪
曾遜淵,慎亭,衍州
曾選遇,衢垣
曾選達,泉之
曾遹,士美
曾重登,科亭
曾釗,冕士,勉士,古輸寥山館,戴靜齋,敏修,毓修,面城樓
曾鈞,前溪,廷和,恭肅
曾鈞謙,溶溪,若豐
曾鉌,聞之
曾銑,子重,石塘,襄愍
曾錫恩,覃甫
曾錫齢,蔚然
曾鎔文,冶成
曾鎰,萬甫
曾鏞,在東,復齋,鯨堂
曾鑄,史卿
曾鑑,煥如
曾長源,白川
曾開,天游
曾開泰,太耒,杜西
曾開源,泉菴
曾集,致虛
曾雲章,士廷
曾震,非白
曾霑霔,會宗
曾靜,夏靚,蒲潭
曾鞏,南豐先生,子固,文定
曾韶顯,子紹
曾順,至順
曾頤吉,笑崖
曾願,謹之
曾魯,守約先生,守約齋,得之
曾鯨,懶雲,波臣
曾鳳,朝陽,秀峰
曾鳳儀,石峯,舜徵,葆眞,金簡
曾鳳韶,唐鳳韶,忠毅
曾鴻子,儀吉
曾鴻翥,雲叔
曾鶴齡,延之,延年,松坡
曾鸞芷,仙洲,華卿
曾麒,祥兆
曾麟,子貞,直素先生
曾麟書,竹亭
曾默,識之
曾黯,曾點,溫伯
曾鼎,十二,復鉉
曾鼎亨,晴湖
曾齡,公壽
曾龍某,子翔
會一貫,載箴
會稽女子,李秀,李秀云
會章,東喬
月倫,宣懿
月倫石護篤,順貞
月倫赤,彥明
月忽難,明德
月擧連赤海牙,襄靖
月朶識脫忽鄰,安惠
月潭,未詳
月赤察兒,忠武
月魯不花,彥明,忠肅
月魯哥,忠靖,莊肅
有慶,餘齋
朔朝霞,曙光,胡朝霞
木兒火赤,忠貞
木天駿,德遠
木安瀾,少泉
木崈,子山
木待問,蘊之
木撒飛,仁甫
木沙剌福丁,忠懿
木盈,濟之
木花里,武毅
木華黎,忠武
木輗,木輅
木青,松鶴,長春
本進忠,勤毅,輔臣
本錫,奔錫
札什嘉木磋,札什札木素
札八兒火者,武定
札剌里丁,彥才
札剌魯丁,明襄
札勒翰,扎爾漢,札爾漢
札庫他柏山,果愍,栢山
札忽兒台,忠肅
札忽兒臣,忠靖
札馬魯丁,愼之
朮其黌,墨泉,雪堂
朮安,簡穆
朮忽難,惠襄
朮赤,穆宗,道寧皇帝
朱?,與西,草孫
朱㫤,明通
